0.85049,1,-0,0.1955,3.3979e-019,0.5879,-5.4366e-018,0.11494,8.9038e-019,1,6.089e-018,0.5879,5.4366e-018,0.11494,2.0531e-020,0.11494,1.0866e-018,0.02247,1.8342e-019,0.1955,1.4014e-017,0.11494,-1.0866e-018,0.02247,-1.8866e-018,-0.011244,0.0026026
0.85049,0.98264,0.18555,0.18204,0.071291,0.57769,0.10908,0.10702,0.041912,1,-5.0016e-018,0.57769,0.10908,0.10702,0.041912,0.11294,0.021326,0.020923,0.0081939,0.1955,-3.5977e-018,0.11294,0.021326,0.020923,0.0081939,-0.18399,0.07092
0.85049,0.95201,0.30606,0.15888,0.11393,0.55969,0.17993,0.093404,0.066978,1,-6.9588e-018,0.55969,0.17993,0.093404,0.066978,0.10942,0.035177,0.018261,0.013094,0.1955,-3.7127e-018,0.10942,0.035177,0.018261,0.013094,0.58636,-0.23807
0.85049,0.90667,0.42184,0.12593,0.14955,0.53303,0.248,0.074031,0.087918,1,-6.5239e-019,0.53303,0.248,0.074031,0.087918,0.10421,0.048484,0.014473,0.017188,0.1955,1.0515e-017,0.10421,0.048484,0.014473,0.017188,0.62128,-0.53713
0.85049,0.84731,0.53109,0.085217,0.17595,0.49813,0.31223,0.050099,0.10344,1,-7.1763e-018,0.49813,0.31223,0.050099,0.10344,0.097387,0.061041,0.0097945,0.020223,0.1955,1.8202e-017,0.097387,0.061041,0.0097945,0.020223,0.73798,0.31145
0.85049,0.77486,0.63214,0.039259,0.19152,0.45554,0.37163,0.02308,0.11259,1,-6.9588e-018,0.45554,0.37163,0.02308,0.11259,0.089059,0.072655,0.0045122,0.022013,0.1955,1.1754e-017,0.089059,0.072655,0.0045122,0.022013,-0.31104,0.0074007
0.85049,0.69042,0.72341,-0.0091184,0.19529,0.4059,0.42529,-0.0053607,0.11481,1,-7.1763e-018,0.4059,0.42529,-0.0053607,0.11481,0.079354,0.083146,-0.001048,0.022446,0.1955,-1.5847e-017,0.079354,0.083146,-0.001048,0.022446,0.015365,0.0019783
0.85049,0.59531,0.8035,-0.056934,0.18703,0.34998,0.47237,-0.033471,0.10995,1,1.9572e-018,0.34998,0.47237,-0.033471,0.10995,0.068422,0.092351,-0.0065437,0.021496,0.1955,1.0422e-017,0.068422,0.092351,-0.0065437,0.021496,0.014134,0.54315
0.85049,0.49099,0.87116,-0.10124,0.16725,0.28865,0.51215,-0.05952,0.098324,1,-1.2395e-017,0.28865,0.51215,-0.05952,0.098324,0.056433,0.10013,-0.011636,0.019223,0.1955,2.4113e-018,0.056433,0.10013,-0.011636,0.019223,-0.021575,0.01237
0.85049,0.37909,0.92536,-0.13931,0.13716,0.22286,0.54402,-0.081902,0.080638,1,-3.2619e-018,0.22286,0.54402,-0.081902,0.080638,0.043571,0.10636,-0.016012,0.015765,0.1955,-1.4687e-017,0.043571,0.10636,-0.016012,0.015765,-0.46781,0.77124
0.85049,0.26132,0.96525,-0.1688,0.098628,0.15363,0.56747,-0.099238,0.057983,1,-2.8705e-017,0.15363,0.56747,-0.099238,0.057983,0.030035,0.11094,-0.019401,0.011336,0.1955,2.2671e-017,0.030035,0.11094,-0.019401,0.011336,0.80357,-0.30195
0.85049,0.13952,0.99022,-0.18789,0.054018,0.082021,0.58215,-0.11046,0.031757,1,6.7414e-018,0.082021,0.58215,-0.11046,0.031757,0.016035,0.11381,-0.021596,0.0062086,0.1955,3.5164e-018,0.016035,0.11381,-0.021596,0.0062086,-0.025282,0.39603
0.85049,0.015552,0.99988,-0.19541,0.0060801,0.0091429,0.58783,-0.11488,0.0035745,1,-8.6985e-019,0.0091429,0.58783,-0.11488,0.0035745,0.0017875,0.11492,-0.02246,0.00069883,0.1955,-1.9968e-018,0.0017875,0.11492,-0.02246,0.00069883,0.17669,0.20435
0.85049,-0.10865,0.99408,-0.19089,-0.042232,-0.063876,0.58442,-0.11222,-0.024828,1,9.1334e-018,-0.063876,0.58442,-0.11222,-0.024828,-0.012488,0.11426,-0.02194,-0.004854,0.1955,2.4989e-017,-0.012488,0.11426,-0.02194,-0.004854,-0.36575,0.067327
